step,R1.0,R0.9,R0.8,R0.7,R0.6,R0.5
495.0,0.75,0.78,0.77,0.75,0.81,0.7
496.0,0.75,0.82,0.78,0.77,0.8,0.69
497.0,0.73,0.79,0.76,0.74,0.82,0.71
498.0,0.74,0.79,0.76,0.77,0.78,0.71
499.0,0.74,0.74,0.79,0.76,0.81,0.71
500.0,0.74,0.79,0.77,0.78,0.8,0.69
501.0,0.74,0.78,0.82,0.75,0.8,0.71
502.0,0.75,0.82,0.76,0.77,0.78,0.71
503.0,0.75,0.8,0.76,0.74,0.8,0.71
504.0,0.74,0.83,0.78,0.77,0.81,0.7
505.0,0.74,0.82,0.81,0.74,0.8,0.69
506.0,0.76,0.8,0.77,0.74,0.78,0.71
507.0,0.75,0.83,0.78,0.74,0.79,0.71
508.0,0.76,0.81,0.78,0.74,0.78,0.69
509.0,0.76,0.84,0.73,0.76,0.81,0.72
510.0,0.77,0.83,0.8,0.73,0.8,0.7
511.0,0.75,0.85,0.75,0.73,0.81,0.71
512.0,0.74,0.82,0.78,0.75,0.78,0.7
513.0,0.74,0.83,0.78,0.75,0.8,0.7
514.0,0.74,0.85,0.79,0.72,0.8,0.7
515.0,0.74,0.79,0.79,0.75,0.82,0.71
516.0,0.74,0.85,0.77,0.74,0.81,0.72
517.0,0.76,0.81,0.78,0.73,0.8,0.71
518.0,0.76,0.83,0.79,0.77,0.79,0.71
519.0,0.76,0.82,0.8,0.75,0.79,0.7
520.0,0.76,0.81,0.78,0.79,0.81,0.71
521.0,0.76,0.82,0.78,0.75,0.79,0.69
522.0,0.75,0.82,0.8,0.77,0.8,0.71
523.0,0.75,0.84,0.78,0.76,0.78,0.7
524.0,0.75,0.82,0.78,0.78,0.79,0.72
525.0,0.76,0.85,0.81,0.75,0.79,0.7
526.0,0.77,0.83,0.76,0.76,0.81,0.71
527.0,0.77,0.82,0.78,0.73,0.78,0.7
528.0,0.76,0.81,0.76,0.76,0.8,0.71
529.0,0.77,0.83,0.8,0.75,0.8,0.72
530.0,0.77,0.8,0.76,0.76,0.8,0.7
531.0,0.77,0.82,0.76,0.74,0.79,0.7
532.0,0.75,0.78,0.78,0.76,0.82,0.71
533.0,0.76,0.83,0.79,0.72,0.8,0.72
534.0,0.76,0.81,0.74,0.78,0.8,0.7
535.0,0.76,0.84,0.78,0.74,0.81,0.72
536.0,0.76,0.81,0.78,0.76,0.81,0.7
537.0,0.76,0.83,0.75,0.75,0.8,0.69
538.0,0.76,0.8,0.77,0.75,0.81,0.7
539.0,0.76,0.83,0.79,0.77,0.79,0.73
540.0,0.76,0.79,0.8,0.71,0.81,0.71
541.0,0.76,0.83,0.8,0.76,0.8,0.72
542.0,0.76,0.8,0.79,0.75,0.82,0.73
543.0,0.76,0.83,0.8,0.74,0.79,0.7
544.0,0.75,0.8,0.78,0.74,0.82,0.71
545.0,0.75,0.79,0.79,0.76,0.81,0.71
546.0,0.75,0.82,0.77,0.7,0.81,0.71
547.0,0.75,0.82,0.82,0.75,0.8,0.72
548.0,0.76,0.83,0.78,0.73,0.78,0.71
549.0,0.74,0.79,0.78,0.73,0.8,0.74
550.0,0.74,0.81,0.74,0.73,0.8,0.72
551.0,0.75,0.82,0.77,0.72,0.8,0.7
552.0,0.76,0.81,0.78,0.75,0.82,0.69
553.0,0.76,0.8,0.77,0.7,0.8,0.71
554.0,0.77,0.8,0.79,0.75,0.81,0.71
555.0,0.77,0.82,0.8,0.75,0.8,0.7
556.0,0.77,0.81,0.76,0.77,0.81,0.71
557.0,0.76,0.8,0.78,0.71,0.83,0.7
558.0,0.76,0.82,0.78,0.75,0.8,0.71
559.0,0.76,0.82,0.77,0.73,0.83,0.73
560.0,0.75,0.79,0.81,0.75,0.8,0.71
561.0,0.75,0.79,0.78,0.72,0.82,0.73
562.0,0.74,0.81,0.77,0.76,0.79,0.72
563.0,0.76,0.78,0.8,0.71,0.79,0.72
564.0,0.76,0.78,0.78,0.75,0.8,0.7
565.0,0.75,0.81,0.8,0.73,0.83,0.7
566.0,0.74,0.79,0.79,0.73,0.81,0.73
567.0,0.74,0.82,0.78,0.75,0.83,0.7
568.0,0.75,0.79,0.78,0.74,0.79,0.71
569.0,0.75,0.82,0.79,0.73,0.81,0.71
570.0,0.75,0.8,0.75,0.74,0.82,0.69
571.0,0.74,0.81,0.78,0.72,0.81,0.72
572.0,0.73,0.8,0.83,0.75,0.81,0.72
573.0,0.75,0.81,0.79,0.74,0.81,0.72
574.0,0.75,0.8,0.79,0.74,0.79,0.72
575.0,0.75,0.86,0.83,0.73,0.82,0.7
576.0,0.74,0.84,0.8,0.72,0.79,0.71
577.0,0.75,0.8,0.79,0.73,0.81,0.7
578.0,0.75,0.81,0.8,0.71,0.78,0.72
579.0,0.74,0.83,0.84,0.73,0.8,0.72
580.0,0.75,0.8,0.78,0.72,0.79,0.72
581.0,0.75,0.84,0.82,0.74,0.8,0.69
582.0,0.76,0.8,0.78,0.7,0.79,0.72
583.0,0.76,0.83,0.84,0.75,0.81,0.72
584.0,0.76,0.81,0.79,0.72,0.8,0.72
585.0,0.76,0.84,0.82,0.75,0.81,0.7
586.0,0.76,0.83,0.78,0.72,0.79,0.68
587.0,0.76,0.83,0.81,0.77,0.8,0.72
588.0,0.76,0.82,0.82,0.73,0.8,0.71
589.0,0.76,0.82,0.81,0.76,0.78,0.71
590.0,0.76,0.82,0.8,0.74,0.8,0.7
591.0,0.76,0.8,0.81,0.75,0.8,0.71
592.0,0.75,0.82,0.81,0.76,0.79,0.7
593.0,0.75,0.81,0.8,0.75,0.82,0.69
594.0,0.76,0.84,0.8,0.74,0.79,0.7
595.0,0.76,0.81,0.79,0.74,0.81,0.71
596.0,0.76,0.82,0.83,0.75,0.78,0.71
597.0,0.76,0.78,0.78,0.78,0.79,0.68
598.0,0.76,0.8,0.81,0.76,0.81,0.71
599.0,0.76,0.83,0.81,0.78,0.79,0.71
600.0,0.75,0.8,0.8,0.75,0.79,0.71
601.0,0.76,0.83,0.78,0.78,0.81,0.69
602.0,0.76,0.8,0.81,0.76,0.81,0.71
603.0,0.76,0.84,0.8,0.77,0.8,0.73
604.0,0.76,0.8,0.8,0.77,0.81,0.71
605.0,0.75,0.83,0.78,0.75,0.81,0.72
606.0,0.75,0.81,0.82,0.75,0.82,0.74
607.0,0.75,0.85,0.83,0.78,0.8,0.69
608.0,0.75,0.8,0.83,0.76,0.82,0.73
609.0,0.75,0.82,0.77,0.79,0.79,0.7
610.0,0.75,0.8,0.83,0.76,0.82,0.72
611.0,0.74,0.83,0.81,0.79,0.79,0.72
612.0,0.75,0.8,0.83,0.74,0.82,0.71
613.0,0.75,0.83,0.8,0.8,0.81,0.72
614.0,0.75,0.81,0.84,0.76,0.83,0.72
615.0,0.74,0.83,0.79,0.8,0.82,0.7
616.0,0.74,0.82,0.83,0.75,0.82,0.72
617.0,0.74,0.82,0.82,0.79,0.81,0.71
618.0,0.74,0.84,0.83,0.76,0.82,0.69
619.0,0.74,0.83,0.81,0.79,0.81,0.71
620.0,0.75,0.83,0.83,0.75,0.81,0.71
621.0,0.75,0.83,0.83,0.76,0.8,0.72
622.0,0.76,0.83,0.8,0.77,0.82,0.71
623.0,0.76,0.85,0.84,0.73,0.8,0.72
624.0,0.76,0.83,0.82,0.75,0.81,0.71
625.0,0.76,0.84,0.82,0.78,0.81,0.72
626.0,0.76,0.82,0.82,0.76,0.8,0.71
627.0,0.77,0.82,0.85,0.76,0.82,0.71
628.0,0.76,0.85,0.82,0.77,0.81,0.7
629.0,0.76,0.83,0.84,0.74,0.82,0.73
630.0,0.76,0.83,0.8,0.8,0.81,0.71
631.0,0.76,0.82,0.83,0.74,0.81,0.72
632.0,0.76,0.83,0.82,0.8,0.82,0.72
633.0,0.76,0.82,0.82,0.75,0.82,0.7
634.0,0.76,0.83,0.84,0.78,0.82,0.71
635.0,0.76,0.83,0.82,0.74,0.81,0.72
636.0,0.76,0.83,0.82,0.77,0.83,0.73
637.0,0.76,0.83,0.82,0.75,0.81,0.69
638.0,0.77,0.84,0.83,0.76,0.81,0.7
639.0,0.77,0.85,0.8,0.75,0.82,0.71
640.0,0.76,0.83,0.84,0.77,0.81,0.69
641.0,0.76,0.84,0.81,0.73,0.82,0.72
642.0,0.76,0.83,0.84,0.76,0.81,0.71
643.0,0.75,0.85,0.82,0.74,0.81,0.7
644.0,0.75,0.85,0.81,0.75,0.83,0.7
645.0,0.75,0.85,0.82,0.77,0.81,0.72
646.0,0.75,0.83,0.83,0.79,0.82,0.71
647.0,0.75,0.86,0.83,0.75,0.82,0.72
648.0,0.75,0.84,0.83,0.78,0.82,0.71
649.0,0.75,0.84,0.81,0.77,0.83,0.7
650.0,0.75,0.84,0.83,0.78,0.81,0.7
651.0,0.75,0.85,0.82,0.77,0.82,0.72
652.0,0.75,0.83,0.83,0.75,0.81,0.71
653.0,0.75,0.85,0.82,0.77,0.82,0.69
654.0,0.75,0.85,0.83,0.78,0.83,0.71
655.0,0.74,0.84,0.84,0.77,0.83,0.69
656.0,0.74,0.86,0.81,0.77,0.81,0.71
657.0,0.74,0.82,0.83,0.75,0.81,0.71
658.0,0.74,0.85,0.82,0.76,0.82,0.71
659.0,0.74,0.84,0.82,0.77,0.83,0.71
660.0,0.75,0.83,0.83,0.76,0.81,0.72
661.0,0.74,0.83,0.82,0.77,0.81,0.7
662.0,0.74,0.83,0.83,0.75,0.82,0.69
663.0,0.74,0.83,0.83,0.76,0.82,0.72
664.0,0.76,0.83,0.83,0.77,0.82,0.71
665.0,0.76,0.82,0.83,0.79,0.81,0.72
666.0,0.76,0.83,0.82,0.78,0.83,0.7
667.0,0.75,0.84,0.82,0.78,0.81,0.7
668.0,0.76,0.85,0.82,0.78,0.83,0.71
669.0,0.76,0.83,0.83,0.76,0.82,0.71
670.0,0.76,0.85,0.82,0.78,0.83,0.71
671.0,0.75,0.86,0.83,0.78,0.81,0.72
672.0,0.75,0.84,0.82,0.78,0.82,0.71
673.0,0.76,0.85,0.85,0.76,0.81,0.72
674.0,0.76,0.85,0.82,0.78,0.83,0.71
675.0,0.76,0.85,0.83,0.76,0.82,0.72
676.0,0.77,0.85,0.83,0.78,0.83,0.73
677.0,0.77,0.83,0.83,0.75,0.82,0.71
678.0,0.77,0.84,0.82,0.77,0.82,0.71
679.0,0.77,0.84,0.83,0.76,0.82,0.72
680.0,0.77,0.86,0.82,0.78,0.81,0.73
681.0,0.77,0.83,0.83,0.79,0.83,0.7
682.0,0.76,0.87,0.83,0.77,0.83,0.7
683.0,0.77,0.83,0.82,0.77,0.83,0.71
684.0,0.77,0.85,0.84,0.8,0.83,0.69
685.0,0.77,0.84,0.84,0.75,0.83,0.71
686.0,0.77,0.86,0.83,0.8,0.82,0.71
687.0,0.77,0.83,0.85,0.77,0.83,0.71
688.0,0.76,0.87,0.84,0.77,0.82,0.7
689.0,0.77,0.86,0.84,0.78,0.83,0.7
690.0,0.77,0.85,0.83,0.78,0.82,0.72
691.0,0.77,0.88,0.84,0.75,0.83,0.69
692.0,0.77,0.83,0.84,0.79,0.82,0.69
693.0,0.77,0.84,0.85,0.75,0.83,0.71
694.0,0.76,0.85,0.85,0.8,0.81,0.7
695.0,0.76,0.86,0.84,0.76,0.83,0.71
696.0,0.76,0.86,0.85,0.8,0.82,0.71
697.0,0.76,0.84,0.85,0.8,0.83,0.7
698.0,0.76,0.87,0.83,0.78,0.82,0.72
699.0,0.76,0.83,0.84,0.77,0.83,0.72
700.0,0.76,0.86,0.83,0.79,0.82,0.7
701.0,0.76,0.84,0.84,0.78,0.83,0.71
702.0,0.76,0.84,0.82,0.78,0.82,0.68
703.0,0.76,0.85,0.83,0.78,0.83,0.72
704.0,0.76,0.86,0.83,0.78,0.83,0.71
705.0,0.76,0.83,0.82,0.78,0.83,0.7
706.0,0.76,0.86,0.84,0.77,0.83,0.68
707.0,0.77,0.83,0.83,0.8,0.83,0.7
708.0,0.76,0.85,0.82,0.76,0.83,0.7
709.0,0.77,0.84,0.81,0.78,0.83,0.69
710.0,0.77,0.83,0.82,0.74,0.83,0.7
711.0,0.77,0.85,0.82,0.77,0.83,0.71
712.0,0.77,0.83,0.81,0.76,0.83,0.69
713.0,0.77,0.87,0.82,0.77,0.83,0.69
714.0,0.76,0.86,0.83,0.76,0.83,0.69
715.0,0.76,0.84,0.83,0.79,0.83,0.71
716.0,0.76,0.86,0.83,0.79,0.82,0.7
717.0,0.76,0.86,0.82,0.78,0.83,0.71
718.0,0.76,0.85,0.82,0.75,0.82,0.69
719.0,0.76,0.85,0.83,0.77,0.82,0.7
720.0,0.75,0.84,0.81,0.75,0.81,0.71
721.0,0.75,0.86,0.82,0.77,0.83,0.7
722.0,0.75,0.84,0.81,0.75,0.81,0.72
723.0,0.75,0.85,0.8,0.78,0.82,0.71
724.0,0.75,0.84,0.82,0.75,0.81,0.7
725.0,0.75,0.86,0.83,0.79,0.83,0.72
726.0,0.75,0.84,0.81,0.74,0.81,0.7
727.0,0.75,0.87,0.84,0.79,0.83,0.7
728.0,0.76,0.84,0.81,0.75,0.81,0.73
729.0,0.76,0.85,0.85,0.78,0.83,0.71
730.0,0.76,0.86,0.82,0.74,0.82,0.71
731.0,0.76,0.84,0.83,0.76,0.83,0.7
732.0,0.76,0.85,0.84,0.76,0.81,0.69
733.0,0.76,0.83,0.84,0.77,0.83,0.7
734.0,0.76,0.84,0.84,0.78,0.81,0.7
735.0,0.76,0.84,0.82,0.77,0.83,0.7
736.0,0.76,0.82,0.84,0.78,0.81,0.7
737.0,0.76,0.85,0.83,0.76,0.83,0.72
738.0,0.76,0.84,0.83,0.76,0.81,0.7
739.0,0.76,0.84,0.83,0.79,0.83,0.73
740.0,0.76,0.86,0.83,0.75,0.81,0.72
741.0,0.76,0.84,0.84,0.79,0.83,0.72
742.0,0.76,0.87,0.84,0.76,0.82,0.73
743.0,0.76,0.86,0.84,0.79,0.83,0.71
744.0,0.76,0.87,0.84,0.78,0.81,0.71
745.0,0.76,0.87,0.83,0.79,0.83,0.71
746.0,0.76,0.85,0.82,0.8,0.81,0.71
747.0,0.76,0.84,0.84,0.78,0.83,0.7
748.0,0.76,0.85,0.83,0.81,0.81,0.71
749.0,0.76,0.86,0.85,0.76,0.83,0.71
750.0,0.76,0.84,0.84,0.79,0.82,0.7
751.0,0.76,0.88,0.87,0.76,0.82,0.72
752.0,0.76,0.85,0.84,0.79,0.82,0.72
753.0,0.76,0.87,0.85,0.76,0.82,0.72
754.0,0.76,0.86,0.86,0.8,0.82,0.71
755.0,0.76,0.87,0.85,0.76,0.82,0.7
756.0,0.76,0.87,0.83,0.8,0.83,0.71
757.0,0.76,0.88,0.84,0.76,0.82,0.7
758.0,0.76,0.87,0.84,0.8,0.83,0.72
759.0,0.76,0.87,0.84,0.76,0.83,0.7
760.0,0.76,0.86,0.84,0.79,0.83,0.71
761.0,0.76,0.87,0.81,0.76,0.83,0.7
762.0,0.76,0.87,0.85,0.79,0.83,0.72
763.0,0.76,0.88,0.81,0.77,0.83,0.7
764.0,0.76,0.88,0.85,0.77,0.82,0.7
765.0,0.76,0.9,0.8,0.79,0.82,0.7
766.0,0.76,0.85,0.86,0.75,0.82,0.71
767.0,0.76,0.88,0.8,0.8,0.83,0.7
768.0,0.76,0.86,0.85,0.77,0.82,0.7
769.0,0.76,0.88,0.82,0.78,0.84,0.7
770.0,0.76,0.86,0.84,0.77,0.82,0.7
771.0,0.76,0.88,0.83,0.78,0.84,0.7
772.0,0.76,0.86,0.83,0.79,0.81,0.71
773.0,0.76,0.87,0.83,0.77,0.83,0.7
774.0,0.76,0.85,0.81,0.77,0.83,0.7
775.0,0.76,0.85,0.81,0.79,0.83,0.7
776.0,0.76,0.87,0.83,0.79,0.81,0.7
777.0,0.76,0.87,0.81,0.78,0.83,0.71
778.0,0.76,0.87,0.83,0.78,0.83,0.71
779.0,0.76,0.85,0.83,0.77,0.83,0.7
780.0,0.75,0.85,0.83,0.79,0.84,0.71
781.0,0.75,0.86,0.83,0.77,0.84,0.7
782.0,0.76,0.85,0.82,0.77,0.84,0.7
783.0,0.75,0.86,0.82,0.81,0.82,0.7
784.0,0.75,0.86,0.84,0.76,0.82,0.7
785.0,0.75,0.86,0.83,0.81,0.82,0.7
786.0,0.76,0.85,0.8,0.77,0.81,0.71
787.0,0.77,0.85,0.83,0.8,0.83,0.71
788.0,0.76,0.85,0.83,0.77,0.83,0.7
789.0,0.76,0.84,0.81,0.8,0.82,0.7
790.0,0.76,0.82,0.81,0.77,0.83,0.71
791.0,0.76,0.84,0.82,0.78,0.83,0.71
792.0,0.76,0.84,0.79,0.77,0.82,0.71
793.0,0.76,0.83,0.85,0.77,0.83,0.72
794.0,0.76,0.85,0.8,0.78,0.82,0.71
795.0,0.76,0.84,0.84,0.8,0.82,0.71
796.0,0.76,0.83,0.79,0.76,0.83,0.71
797.0,0.76,0.86,0.83,0.8,0.82,0.7
798.0,0.75,0.84,0.79,0.76,0.82,0.71
799.0,0.75,0.84,0.81,0.79,0.83,0.71
800.0,0.75,0.85,0.81,0.79,0.82,0.71
801.0,0.75,0.85,0.84,0.82,0.82,0.72
802.0,0.76,0.85,0.81,0.75,0.83,0.69
803.0,0.76,0.83,0.82,0.82,0.83,0.71
804.0,0.76,0.86,0.81,0.79,0.82,0.7
805.0,0.76,0.86,0.83,0.8,0.82,0.71
806.0,0.76,0.86,0.8,0.79,0.82,0.7
807.0,0.76,0.85,0.83,0.8,0.83,0.69
808.0,0.76,0.85,0.81,0.77,0.82,0.7
809.0,0.76,0.87,0.8,0.79,0.83,0.7
810.0,0.76,0.86,0.83,0.77,0.82,0.7
811.0,0.76,0.86,0.82,0.81,0.83,0.71
812.0,0.76,0.88,0.84,0.77,0.83,0.69
813.0,0.76,0.87,0.83,0.79,0.82,0.7
814.0,0.76,0.88,0.83,0.76,0.82,0.7
815.0,0.76,0.87,0.83,0.81,0.83,0.71
816.0,0.76,0.85,0.81,0.76,0.83,0.71
817.0,0.76,0.89,0.82,0.79,0.82,0.71
818.0,0.76,0.84,0.81,0.77,0.83,0.72
819.0,0.76,0.86,0.81,0.8,0.81,0.72
820.0,0.76,0.85,0.84,0.78,0.82,0.72
821.0,0.76,0.85,0.82,0.77,0.82,0.7
822.0,0.76,0.85,0.81,0.79,0.82,0.7
823.0,0.76,0.86,0.82,0.77,0.82,0.73
824.0,0.76,0.83,0.82,0.8,0.82,0.71
825.0,0.76,0.85,0.81,0.79,0.82,0.7
826.0,0.76,0.83,0.82,0.8,0.81,0.71
827.0,0.77,0.87,0.84,0.79,0.81,0.71
828.0,0.76,0.87,0.8,0.79,0.83,0.73
829.0,0.76,0.83,0.82,0.78,0.83,0.7
830.0,0.76,0.84,0.82,0.78,0.83,0.73
831.0,0.76,0.83,0.82,0.79,0.83,0.69
832.0,0.75,0.86,0.83,0.76,0.83,0.71
833.0,0.75,0.84,0.83,0.79,0.83,0.69
834.0,0.76,0.86,0.82,0.77,0.83,0.7
835.0,0.76,0.84,0.82,0.79,0.83,0.73
836.0,0.76,0.87,0.84,0.77,0.83,0.7
837.0,0.75,0.84,0.8,0.8,0.83,0.71
838.0,0.76,0.87,0.85,0.77,0.81,0.72
839.0,0.76,0.84,0.78,0.79,0.83,0.7
840.0,0.77,0.86,0.85,0.78,0.82,0.7
841.0,0.76,0.85,0.81,0.8,0.83,0.71
842.0,0.77,0.84,0.84,0.79,0.82,0.71
843.0,0.77,0.82,0.81,0.79,0.83,0.7
844.0,0.77,0.88,0.84,0.78,0.82,0.71
845.0,0.77,0.85,0.82,0.76,0.83,0.7
846.0,0.76,0.86,0.84,0.8,0.82,0.71
847.0,0.77,0.85,0.81,0.76,0.83,0.69
848.0,0.75,0.83,0.83,0.79,0.82,0.69
849.0,0.76,0.88,0.81,0.77,0.83,0.71
850.0,0.77,0.83,0.84,0.78,0.82,0.7
851.0,0.77,0.87,0.82,0.78,0.83,0.7
852.0,0.77,0.85,0.83,0.8,0.82,0.7
853.0,0.76,0.86,0.82,0.78,0.82,0.72
854.0,0.76,0.84,0.83,0.8,0.82,0.7
855.0,0.76,0.87,0.81,0.77,0.83,0.71
856.0,0.76,0.85,0.82,0.79,0.83,0.72
857.0,0.76,0.85,0.81,0.78,0.83,0.7
858.0,0.76,0.86,0.82,0.78,0.83,0.7
859.0,0.76,0.86,0.82,0.77,0.83,0.72
860.0,0.76,0.88,0.82,0.78,0.83,0.69
861.0,0.76,0.87,0.81,0.78,0.83,0.69
862.0,0.75,0.86,0.84,0.78,0.83,0.68
863.0,0.75,0.87,0.81,0.76,0.83,0.71
864.0,0.75,0.87,0.83,0.79,0.82,0.71
865.0,0.75,0.85,0.83,0.76,0.82,0.68
866.0,0.75,0.89,0.82,0.81,0.83,0.71
867.0,0.75,0.87,0.81,0.76,0.83,0.71
868.0,0.75,0.87,0.82,0.81,0.83,0.69
869.0,0.76,0.85,0.81,0.76,0.83,0.7
870.0,0.76,0.86,0.8,0.8,0.83,0.72
871.0,0.76,0.83,0.81,0.77,0.82,0.69
872.0,0.76,0.87,0.81,0.78,0.82,0.69
873.0,0.76,0.84,0.83,0.78,0.82,0.71
874.0,0.76,0.86,0.81,0.8,0.83,0.72
875.0,0.76,0.84,0.83,0.79,0.82,0.69
876.0,0.77,0.86,0.8,0.8,0.82,0.7
877.0,0.76,0.86,0.85,0.78,0.82,0.68
878.0,0.76,0.85,0.81,0.78,0.83,0.7
879.0,0.76,0.87,0.82,0.78,0.82,0.7
880.0,0.76,0.85,0.81,0.78,0.82,0.7
881.0,0.76,0.86,0.82,0.8,0.82,0.71
882.0,0.76,0.85,0.82,0.8,0.82,0.72
883.0,0.76,0.85,0.83,0.8,0.82,0.69
884.0,0.76,0.85,0.81,0.81,0.82,0.7
885.0,0.76,0.87,0.81,0.8,0.82,0.69
886.0,0.76,0.86,0.8,0.8,0.82,0.72
887.0,0.75,0.88,0.83,0.8,0.82,0.71
888.0,0.76,0.85,0.8,0.8,0.82,0.72
889.0,0.76,0.87,0.84,0.8,0.82,0.7
890.0,0.76,0.85,0.82,0.82,0.82,0.73
891.0,0.76,0.86,0.82,0.8,0.82,0.7
892.0,0.76,0.85,0.81,0.81,0.83,0.71
893.0,0.75,0.84,0.81,0.79,0.82,0.71
894.0,0.75,0.84,0.83,0.79,0.83,0.71
895.0,0.75,0.83,0.82,0.8,0.81,0.7
896.0,0.75,0.86,0.81,0.81,0.83,0.71
897.0,0.75,0.86,0.81,0.8,0.83,0.7
898.0,0.75,0.85,0.82,0.8,0.83,0.71
899.0,0.75,0.86,0.81,0.8,0.82,0.71
900.0,0.75,0.83,0.82,0.79,0.82,0.71
901.0,0.75,0.88,0.8,0.82,0.81,0.69
902.0,0.75,0.83,0.81,0.79,0.82,0.71
903.0,0.75,0.86,0.81,0.81,0.81,0.7
904.0,0.76,0.87,0.82,0.79,0.82,0.69
905.0,0.76,0.87,0.82,0.79,0.81,0.72
906.0,0.76,0.85,0.81,0.81,0.83,0.69
907.0,0.76,0.87,0.82,0.8,0.81,0.71
908.0,0.76,0.86,0.83,0.79,0.81,0.72
909.0,0.77,0.85,0.8,0.78,0.81,0.7
910.0,0.77,0.85,0.83,0.8,0.81,0.71
911.0,0.77,0.86,0.8,0.8,0.81,0.71
912.0,0.77,0.86,0.82,0.81,0.83,0.7
913.0,0.77,0.86,0.82,0.8,0.81,0.71
914.0,0.77,0.86,0.83,0.79,0.83,0.69
915.0,0.77,0.86,0.81,0.79,0.82,0.73
916.0,0.77,0.86,0.83,0.8,0.82,0.71
917.0,0.76,0.87,0.82,0.79,0.81,0.69
918.0,0.76,0.85,0.83,0.79,0.82,0.74
919.0,0.76,0.86,0.81,0.8,0.81,0.7
920.0,0.76,0.85,0.82,0.78,0.82,0.71
921.0,0.76,0.87,0.82,0.8,0.82,0.71
922.0,0.76,0.85,0.84,0.78,0.83,0.71
923.0,0.76,0.87,0.82,0.79,0.82,0.72
924.0,0.76,0.86,0.83,0.79,0.82,0.73
925.0,0.76,0.87,0.82,0.78,0.81,0.7
926.0,0.76,0.87,0.85,0.8,0.83,0.72
927.0,0.76,0.86,0.82,0.77,0.82,0.73
928.0,0.76,0.87,0.83,0.82,0.81,0.72
929.0,0.76,0.87,0.81,0.75,0.82,0.71
930.0,0.76,0.86,0.84,0.8,0.81,0.69
931.0,0.76,0.87,0.83,0.77,0.81,0.73
932.0,0.76,0.87,0.83,0.8,0.81,0.7
933.0,0.76,0.88,0.81,0.77,0.81,0.7
934.0,0.75,0.86,0.84,0.8,0.81,0.69
935.0,0.75,0.86,0.81,0.78,0.82,0.72
936.0,0.75,0.85,0.83,0.8,0.81,0.71
937.0,0.75,0.87,0.82,0.79,0.81,0.72
938.0,0.75,0.88,0.82,0.81,0.82,0.7
939.0,0.75,0.88,0.82,0.78,0.8,0.7
940.0,0.75,0.88,0.83,0.8,0.82,0.71
941.0,0.75,0.89,0.83,0.78,0.82,0.71
942.0,0.75,0.88,0.82,0.8,0.81,0.69
943.0,0.76,0.88,0.83,0.79,0.81,0.72
944.0,0.76,0.89,0.81,0.8,0.82,0.71
945.0,0.75,0.87,0.8,0.77,0.82,0.71
946.0,0.75,0.88,0.83,0.79,0.82,0.73
947.0,0.75,0.87,0.81,0.78,0.81,0.72
948.0,0.75,0.87,0.84,0.8,0.82,0.7
949.0,0.75,0.88,0.8,0.77,0.82,0.72
950.0,0.75,0.89,0.83,0.78,0.81,0.73
951.0,0.75,0.88,0.82,0.78,0.82,0.72
952.0,0.75,0.88,0.83,0.8,0.81,0.72
953.0,0.75,0.89,0.81,0.8,0.81,0.71
954.0,0.75,0.87,0.82,0.79,0.82,0.73
955.0,0.76,0.88,0.82,0.78,0.82,0.71
956.0,0.76,0.85,0.82,0.78,0.81,0.71
957.0,0.76,0.88,0.81,0.77,0.81,0.7
958.0,0.76,0.86,0.81,0.77,0.81,0.72
959.0,0.75,0.88,0.81,0.78,0.82,0.72
960.0,0.75,0.87,0.83,0.77,0.81,0.72
961.0,0.75,0.86,0.83,0.78,0.82,0.72
962.0,0.75,0.88,0.85,0.78,0.83,0.71
963.0,0.75,0.86,0.82,0.79,0.82,0.7
964.0,0.75,0.88,0.84,0.78,0.81,0.72
965.0,0.76,0.86,0.83,0.79,0.82,0.7
966.0,0.76,0.87,0.83,0.78,0.83,0.71
967.0,0.76,0.86,0.83,0.79,0.82,0.71
968.0,0.76,0.87,0.83,0.77,0.83,0.72
969.0,0.76,0.86,0.84,0.8,0.81,0.7
970.0,0.76,0.86,0.81,0.78,0.83,0.71
971.0,0.75,0.85,0.83,0.81,0.8,0.7
972.0,0.76,0.87,0.83,0.78,0.82,0.71
973.0,0.76,0.87,0.83,0.79,0.8,0.69
974.0,0.76,0.86,0.85,0.79,0.82,0.7
975.0,0.76,0.86,0.83,0.8,0.82,0.71
976.0,0.76,0.85,0.84,0.79,0.82,0.7
977.0,0.76,0.87,0.82,0.79,0.82,0.72
978.0,0.75,0.85,0.85,0.79,0.82,0.7
979.0,0.75,0.88,0.83,0.78,0.83,0.73
980.0,0.75,0.86,0.84,0.78,0.82,0.71
981.0,0.75,0.86,0.81,0.79,0.82,0.7
982.0,0.76,0.88,0.85,0.79,0.81,0.71
983.0,0.76,0.87,0.82,0.8,0.81,0.69
984.0,0.77,0.88,0.85,0.78,0.82,0.71
985.0,0.77,0.87,0.82,0.79,0.82,0.7
986.0,0.76,0.86,0.84,0.79,0.81,0.69
987.0,0.76,0.87,0.83,0.79,0.83,0.71
988.0,0.76,0.86,0.84,0.8,0.82,0.73
989.0,0.76,0.87,0.83,0.79,0.81,0.69
990.0,0.76,0.88,0.81,0.78,0.81,0.71
991.0,0.76,0.85,0.83,0.79,0.83,0.72
992.0,0.76,0.88,0.81,0.78,0.81,0.72
